text,reviewId,url,placeId,categoryName,stars,title,reviewImageUrls/0,genre,prompt,completion
"This was such a delightful experience! Despite living in Utah my whole life, I'd never heard of Evermore until the Taylor Swift news 😉 so great publicity there. So glad to have discovered this place. Definitely want to come back for the different seasons! The beautiful grounds, excellent staff and fabulous players, quirky, thoughtful programs and quests, etc. All of it was magical! 🙌🏻❤️",ChdDSUhNMG9nS0VJQ0FnSUNHaU1YSWpnRRAB,"https://www.google.com/maps/place/Evermore+Park/@48.4574485,-136.1145064,5z/data=!4m6!3m5!1s0x874d83f71c8d8573:0xd2b1550509192d2!8m2!3d40.3585186!4d-111.7655992!16s%2Fg%2F11gtg87wp5?hl=en",ChIJc4WNHPeDTYcR0pKRUFAVKw0,Theme park,5.0,Evermore Park,https://lh5.googleusercontent.com/p/AF1QipNr4VhpzZnDFfw1kbxdSVouwQfTb_LzjDz7kMTj=w150-h150-k-no-p,activity,A Google Maps review about a theme park.,"This was such a delightful experience! Despite living in Utah my whole life, I'd never heard of Evermore until the Taylor Swift news 😉 so great publicity there. So glad to have discovered this place. Definitely want to come back for the different seasons! The beautiful grounds, excellent staff and fabulous players, quirky, thoughtful programs and quests, etc. All of it was magical! 🙌🏻❤️"
The cast was fabulous and engaging. You HAVE to go on a quest. The vendor tents are wonderful to discover. Firepits are everywhere keeping you warm on cold winter nights. Lobster bisque was a delicious find. The lights create a festive ambiance. Genuinely had a great time.,ChdDSUhNMG9nS0VJQ0FnSUQteXJENmpRRRAB,"https://www.google.com/maps/place/Evermore+Park/@48.4574485,-136.1145064,5z/data=!4m6!3m5!1s0x874d83f71c8d8573:0xd2b1550509192d2!8m2!3d40.3585186!4d-111.7655992!16s%2Fg%2F11gtg87wp5?hl=en",ChIJc4WNHPeDTYcR0pKRUFAVKw0,Theme park,4.0,Evermore Park,https://lh5.googleusercontent.com/p/AF1QipOXPOCrq9M63Chadd54iPZX-YsnIO5tZQivX8mj=w150-h150-k-no-p,activity,A Google Maps review about a theme park.,The cast was fabulous and engaging. You HAVE to go on a quest. The vendor tents are wonderful to discover. Firepits are everywhere keeping you warm on cold winter nights. Lobster bisque was a delicious find. The lights create a festive ambiance. Genuinely had a great time.
"Nice and interesting  place , like you are in a game , can get a mission  , go around talk to people to get your answer , or  Solving quiz.  I would say is an interesting  place 😊
Watch out at the archery area , the service  white young lady in the afternoon worker was rude to customers, that's only problem I had when I was there .. and I changed to 3 star because of that.",ChZDSUhNMG9nS0VJQ0FnSUN1N1B1M0x3EAE,"https://www.google.com/maps/place/Evermore+Park/@48.4574485,-136.1145064,5z/data=!4m6!3m5!1s0x874d83f71c8d8573:0xd2b1550509192d2!8m2!3d40.3585186!4d-111.7655992!16s%2Fg%2F11gtg87wp5?hl=en",ChIJc4WNHPeDTYcR0pKRUFAVKw0,Theme park,3.0,Evermore Park,https://lh5.googleusercontent.com/p/AF1QipOHxWDqUnBaeNu66mCQExfEubTtsUQgh74QdKmt=w150-h150-k-no-p,activity,A Google Maps review about a theme park.,"Nice and interesting  place , like you are in a game , can get a mission  , go around talk to people to get your answer , or  Solving quiz.  I would say is an interesting  place 😊
Watch out at the archery area , the service  white young lady in the afternoon worker was rude to customers, that's only problem I had when I was there .. and I changed to 3 star because of that."
"I have followed Evermore since the early concept days, with a booth at Salt Lake Fan-X. I can tell you the park lives up to and exceeds my expectations. One of the best experiences anywhere. My favorite season is the Lore season, because of the haunt. The whole park is very family friendly, and great for all ages!",ChZDSUhNMG9nS0VJQ0FnSUR1Ni1HU1pBEAE,"https://www.google.com/maps/place/Evermore+Park/@48.4574485,-136.1145064,5z/data=!4m6!3m5!1s0x874d83f71c8d8573:0xd2b1550509192d2!8m2!3d40.3585186!4d-111.7655992!16s%2Fg%2F11gtg87wp5?hl=en",ChIJc4WNHPeDTYcR0pKRUFAVKw0,Theme park,5.0,Evermore Park,https://lh5.googleusercontent.com/p/AF1QipMuL4D1TxR8zbMt1zBbC72cpcFp5kjit2McNMwz=w150-h150-k-no-p,activity,A Google Maps review about a theme park.,"I have followed Evermore since the early concept days, with a booth at Salt Lake Fan-X. I can tell you the park lives up to and exceeds my expectations. One of the best experiences anywhere. My favorite season is the Lore season, because of the haunt. The whole park is very family friendly, and great for all ages!"
Absolutely incredible. The actors are so kind and hilarious to work with and insanely good with kids. Very reasonable prices and so much fun to be had! Such an incredible vision and we look forward to coming back!’,ChZDSUhNMG9nS0VJQ0FnSUNlaWRyTlVBEAE,"https://www.google.com/maps/place/Evermore+Park/@48.4574485,-136.1145064,5z/data=!4m6!3m5!1s0x874d83f71c8d8573:0xd2b1550509192d2!8m2!3d40.3585186!4d-111.7655992!16s%2Fg%2F11gtg87wp5?hl=en",ChIJc4WNHPeDTYcR0pKRUFAVKw0,Theme park,5.0,Evermore Park,https://lh5.googleusercontent.com/p/AF1QipNhrkcCkh_kCQOFHozGyHYB9IYKf-PtxJ29p9A=w150-h150-k-no-p,activity,A Google Maps review about a theme park.,Absolutely incredible. The actors are so kind and hilarious to work with and insanely good with kids. Very reasonable prices and so much fun to be had! Such an incredible vision and we look forward to coming back!’
Went at 6 pm on Friday. Interacting with the cast of characters was a lot of fun. Some of our group really enjoyed the fright walk (think haunted house) and the vendors had a lot of really cool stuff. Overall everyone was friendly and made the experience well worth it. Bring a light jacket or hoodie as it gets colder as the night goes on. Kids already talking about when we go back.,ChdDSUhNMG9nS0VJQ0FnSUNleHFTQl9nRRAB,"https://www.google.com/maps/place/Evermore+Park/@48.4574485,-136.1145064,5z/data=!4m6!3m5!1s0x874d83f71c8d8573:0xd2b1550509192d2!8m2!3d40.3585186!4d-111.7655992!16s%2Fg%2F11gtg87wp5?hl=en",ChIJc4WNHPeDTYcR0pKRUFAVKw0,Theme park,5.0,Evermore Park,https://lh5.googleusercontent.com/p/AF1QipN-iYUvpRSXPPBMNdW2yqgJAfAxXpAiI33IsjtJ=w150-h150-k-no-p,activity,A Google Maps review about a theme park.,Went at 6 pm on Friday. Interacting with the cast of characters was a lot of fun. Some of our group really enjoyed the fright walk (think haunted house) and the vendors had a lot of really cool stuff. Overall everyone was friendly and made the experience well worth it. Bring a light jacket or hoodie as it gets colder as the night goes on. Kids already talking about when we go back.
Attended in October traveling from California and loved every single minute. The haunt is well worth it as it's done exceptionally well. The staff and actors are all so wonderful and nice. Can't wait to go again.,ChZDSUhNMG9nS0VJQ0FnSUNocktYS2VBEAE,"https://www.google.com/maps/place/Evermore+Park/@48.4574485,-136.1145064,5z/data=!4m6!3m5!1s0x874d83f71c8d8573:0xd2b1550509192d2!8m2!3d40.3585186!4d-111.7655992!16s%2Fg%2F11gtg87wp5?hl=en",ChIJc4WNHPeDTYcR0pKRUFAVKw0,Theme park,5.0,Evermore Park,https://lh5.googleusercontent.com/p/AF1QipOpWN3cFulOpSGCtPk0RhmxX-SJr-xeem4ZJU3Z=w150-h150-k-no-p,activity,A Google Maps review about a theme park.,Attended in October traveling from California and loved every single minute. The haunt is well worth it as it's done exceptionally well. The staff and actors are all so wonderful and nice. Can't wait to go again.
"Went with my wife, mother in law and sister in law this past Saturday night. I thought in terms of lighting, display and the characters it was all well done. We even bought a small homemade chipmunk..trinket. I felt a sense of excitement however I wasn’t sure if completely understood the story that was cohesively being told. That being said if this going on next year we will be back! Also, I will dress more warmly next time..",ChZDSUhNMG9nS0VJQ0FnSUNtek0tV0ZnEAE,"https://www.google.com/maps/place/Evermore+Park/@48.4574485,-136.1145064,5z/data=!4m6!3m5!1s0x874d83f71c8d8573:0xd2b1550509192d2!8m2!3d40.3585186!4d-111.7655992!16s%2Fg%2F11gtg87wp5?hl=en",ChIJc4WNHPeDTYcR0pKRUFAVKw0,Theme park,5.0,Evermore Park,https://lh5.googleusercontent.com/p/AF1QipMugw35a0uuYbzRtr_KQCp9WOvSKSDk1q4hYKo=w150-h150-k-no-p,activity,A Google Maps review about a theme park.,"Went with my wife, mother in law and sister in law this past Saturday night. I thought in terms of lighting, display and the characters it was all well done. We even bought a small homemade chipmunk..trinket. I felt a sense of excitement however I wasn’t sure if completely understood the story that was cohesively being told. That being said if this going on next year we will be back! Also, I will dress more warmly next time.."
"Let me begin by saying that Evermore has such great potential!
The young ladies who greeted us at the front entrance were incredibly helpful! Rebecca and Lee - 5
The young ladies at the archery -5
The haunted house- 3 very creative
Park set up: 4
Park amenities: 1
It is not disability friendly at all!
I asked to rent a electric scooter
I have ms and it’s difficult to walk.
Someone stole the one scooter they had? 😆 lol thats a first
Food- 1
What a joke. They have a very nice restaurant set up
But it only serves 2 desserts that could pass for McDonald’s $1 desserts
They have smaller getups
They open at 6 food (can beef stew and Mac n cheese or chicken nuggets and fries sold out by 8
We had to wait literally 30 min and another 30 min for chicken nuggets
The food definitely not amusement park quality.
Park Combo- 1
The train ride was down
I asked for a bottle water to go towards my drink
I was handed a warm bottle of water straight from the case of water plastic bag!
The guy was literally opening the can of beef stew while we waited lol
They also had a microwave
$1 dessert
A large bread bowl with a small scoop of canned beef stew
The other individual had a large bread bowl with a scoop of prepackaged Mac n cheese.
Do not get the combo
Not worth it",ChZDSUhNMG9nS0VJQ0FnSUNlMmU2R1R3EAE,"https://www.google.com/maps/place/Evermore+Park/@48.4574485,-136.1145064,5z/data=!4m6!3m5!1s0x874d83f71c8d8573:0xd2b1550509192d2!8m2!3d40.3585186!4d-111.7655992!16s%2Fg%2F11gtg87wp5?hl=en",ChIJc4WNHPeDTYcR0pKRUFAVKw0,Theme park,2.0,Evermore Park,https://lh5.googleusercontent.com/p/AF1QipOMu4HxYhZVm03A1pc_ocn0i120DAVlh8Fjpd0d=w150-h150-k-no-p,activity,A Google Maps review about a theme park.,"Let me begin by saying that Evermore has such great potential!
The young ladies who greeted us at the front entrance were incredibly helpful! Rebecca and Lee - 5
The young ladies at the archery -5
The haunted house- 3 very creative
Park set up: 4
Park amenities: 1
It is not disability friendly at all!
I asked to rent a electric scooter
I have ms and it’s difficult to walk.
Someone stole the one scooter they had? 😆 lol thats a first
Food- 1
What a joke. They have a very nice restaurant set up
But it only serves 2 desserts that could pass for McDonald’s $1 desserts
They have smaller getups
They open at 6 food (can beef stew and Mac n cheese or chicken nuggets and fries sold out by 8
We had to wait literally 30 min and another 30 min for chicken nuggets
The food definitely not amusement park quality.
Park Combo- 1
The train ride was down
I asked for a bottle water to go towards my drink
I was handed a warm bottle of water straight from the case of water plastic bag!
The guy was literally opening the can of beef stew while we waited lol
They also had a microwave
$1 dessert
A large bread bowl with a small scoop of canned beef stew
The other individual had a large bread bowl with a scoop of prepackaged Mac n cheese.
Do not get the combo
Not worth it"
"we waited almost three years to finally come here.  we always had some set back that didnt allow us to go. we wish we had made it work earlier though.  but this trip was so worth it. we enjoyed both nights here in the park and feel like we didnt even scratch the surface of the stories we could uncover. every character interaction was interesting and made us want to know more.

one thing though.... i cant tell if there was actually a mission in the haunt or not.  maybe it was just to distract us and get more scares. but. aside from that unknown so good. please visit.",ChZDSUhNMG9nS0VJQ0FnSUNlX2RfZU9REAE,"https://www.google.com/maps/place/Evermore+Park/@48.4574485,-136.1145064,5z/data=!4m6!3m5!1s0x874d83f71c8d8573:0xd2b1550509192d2!8m2!3d40.3585186!4d-111.7655992!16s%2Fg%2F11gtg87wp5?hl=en",ChIJc4WNHPeDTYcR0pKRUFAVKw0,Theme park,5.0,Evermore Park,https://lh5.googleusercontent.com/p/AF1QipN4WQilvGIPx2SJ_RGqlE9nTGqVmiPemhD5-J4=w150-h150-k-no-p,activity,A Google Maps review about a theme park.,"we waited almost three years to finally come here.  we always had some set back that didnt allow us to go. we wish we had made it work earlier though.  but this trip was so worth it. we enjoyed both nights here in the park and feel like we didnt even scratch the surface of the stories we could uncover. every character interaction was interesting and made us want to know more.

one thing though.... i cant tell if there was actually a mission in the haunt or not.  maybe it was just to distract us and get more scares. but. aside from that unknown so good. please visit."
Excellent chicken caprese & french onion soup was amazing. Loved the bread too.,ChdDSUhNMG9nS0VJQ0FnSUNHNUk3MnlRRRAB,"https://www.google.com/maps/place/Magdy's+Restaurant/@39.5709535,-88.0728644,9z/data=!4m6!3m5!1s0x886d7acd3ffa8171:0x9af1e5f1f1198f44!8m2!3d39.4441965!4d-87.4132115!16s%2Fg%2F11btrsdwdv?hl=en",ChIJcYH6P816bYgRRI8Z8fHl8Zo,American restaurant,5.0,Magdy's Restaurant,https://lh5.googleusercontent.com/p/AF1QipPxmtBvYsCwLqdAitkZKaS0EL_SoFAnOiITeGn8=w150-h150-k-no-p,restaurant,A Google Maps review about a american restaurant.,Excellent chicken caprese & french onion soup was amazing. Loved the bread too.
Oh my. This place is great. We got the tasting menu and we’re not disappointed. Magdy was also super nice! 5 stars would recommend,ChdDSUhNMG9nS0VJQ0FnSUNXNmFudzhBRRAB,"https://www.google.com/maps/place/Magdy's+Restaurant/@39.5709535,-88.0728644,9z/data=!4m6!3m5!1s0x886d7acd3ffa8171:0x9af1e5f1f1198f44!8m2!3d39.4441965!4d-87.4132115!16s%2Fg%2F11btrsdwdv?hl=en",ChIJcYH6P816bYgRRI8Z8fHl8Zo,American restaurant,5.0,Magdy's Restaurant,https://lh5.googleusercontent.com/p/AF1QipO-woiKEmPvTXR-_xdSyz1qmWNOImKqM-kbDDOc=w150-h150-k-no-p,restaurant,A Google Maps review about a american restaurant.,Oh my. This place is great. We got the tasting menu and we’re not disappointed. Magdy was also super nice! 5 stars would recommend
Amazing food and excellent service!! Chicken Caprese was beyond fantastic !,ChZDSUhNMG9nS0VJQ0FnSUNxM2JxdFBREAE,"https://www.google.com/maps/place/Magdy's+Restaurant/@39.5709535,-88.0728644,9z/data=!4m6!3m5!1s0x886d7acd3ffa8171:0x9af1e5f1f1198f44!8m2!3d39.4441965!4d-87.4132115!16s%2Fg%2F11btrsdwdv?hl=en",ChIJcYH6P816bYgRRI8Z8fHl8Zo,American restaurant,5.0,Magdy's Restaurant,https://lh5.googleusercontent.com/p/AF1QipPvw99GXC-8djn3ySQ9FQKePW8QD6_GZsoygu_K=w150-h150-k-no-p,restaurant,A Google Maps review about a american restaurant.,Amazing food and excellent service!! Chicken Caprese was beyond fantastic !
"The best! Service is great! The food is amazing, always tender, juicy, and flavorful! Magdy is your friend the moment you sit down! 🥰",ChZDSUhNMG9nS0VJQ0FnSUNLbVlpWUxREAE,"https://www.google.com/maps/place/Magdy's+Restaurant/@39.5709535,-88.0728644,9z/data=!4m6!3m5!1s0x886d7acd3ffa8171:0x9af1e5f1f1198f44!8m2!3d39.4441965!4d-87.4132115!16s%2Fg%2F11btrsdwdv?hl=en",ChIJcYH6P816bYgRRI8Z8fHl8Zo,American restaurant,5.0,Magdy's Restaurant,https://lh5.googleusercontent.com/p/AF1QipOhAEhl6n-llNVz2kU4D5PuhEEZsshjfQzeE02b=w150-h150-k-no-p,restaurant,A Google Maps review about a american restaurant.,"The best! Service is great! The food is amazing, always tender, juicy, and flavorful! Magdy is your friend the moment you sit down! 🥰"
"The best steak I've had in Terre Haute. Excellent food, great service and very fair prices! We will be back!",ChZDSUhNMG9nS0VJQ0FnSUMtczcycVNnEAE,"https://www.google.com/maps/place/Magdy's+Restaurant/@39.5709535,-88.0728644,9z/data=!4m6!3m5!1s0x886d7acd3ffa8171:0x9af1e5f1f1198f44!8m2!3d39.4441965!4d-87.4132115!16s%2Fg%2F11btrsdwdv?hl=en",ChIJcYH6P816bYgRRI8Z8fHl8Zo,American restaurant,5.0,Magdy's Restaurant,https://lh5.googleusercontent.com/p/AF1QipMC1ihrANn9yAs5g-XOimde7J8DXqgX7_N1qnYU=w150-h150-k-no-p,restaurant,A Google Maps review about a american restaurant.,"The best steak I've had in Terre Haute. Excellent food, great service and very fair prices! We will be back!"
"We had an amazing time and we enjoyed the food and appreciated the whole experience.
Our dinner started with complementary bread and butter. After that, we had a salad with a delicious dressing.
Our main course was a dish of quail in special wild mushrooms sauce, a dish of a rack of lamb which I highly recommended, a dish of snapper with homemade cajun spice, and the venison on the cherry port sauce.
For dessert, we had this delicious tiramisu.
Magdy the owner is a very skilled chef and a friendly welcoming person.
This place is one of the best places for me.
Highly recommended and it’s better to call before you go.",ChZDSUhNMG9nS0VJQ0FnSURtN2FHQmVREAE,"https://www.google.com/maps/place/Magdy's+Restaurant/@39.5709535,-88.0728644,9z/data=!4m6!3m5!1s0x886d7acd3ffa8171:0x9af1e5f1f1198f44!8m2!3d39.4441965!4d-87.4132115!16s%2Fg%2F11btrsdwdv?hl=en",ChIJcYH6P816bYgRRI8Z8fHl8Zo,American restaurant,5.0,Magdy's Restaurant,https://lh5.googleusercontent.com/p/AF1QipNi2FWS8yshlL6n_G5rOeDHL08UZ6Q8rVtJPP5A=w150-h150-k-no-p,restaurant,A Google Maps review about a american restaurant.,"We had an amazing time and we enjoyed the food and appreciated the whole experience.
Our dinner started with complementary bread and butter. After that, we had a salad with a delicious dressing.
Our main course was a dish of quail in special wild mushrooms sauce, a dish of a rack of lamb which I highly recommended, a dish of snapper with homemade cajun spice, and the venison on the cherry port sauce.
For dessert, we had this delicious tiramisu.
Magdy the owner is a very skilled chef and a friendly welcoming person.
This place is one of the best places for me.
Highly recommended and it’s better to call before you go."
The food was amazing. The steak was the best steak I've had in a long time. I would recommend this place to anyone.,ChdDSUhNMG9nS0VJQ0FnSURLM0pfMnJnRRAB,"https://www.google.com/maps/place/Magdy's+Restaurant/@39.5709535,-88.0728644,9z/data=!4m6!3m5!1s0x886d7acd3ffa8171:0x9af1e5f1f1198f44!8m2!3d39.4441965!4d-87.4132115!16s%2Fg%2F11btrsdwdv?hl=en",ChIJcYH6P816bYgRRI8Z8fHl8Zo,American restaurant,5.0,Magdy's Restaurant,https://lh5.googleusercontent.com/p/AF1QipMd-BZTWqXOylU1ja2PvG0WED38JWk-dKNm69gs=w150-h150-k-no-p,restaurant,A Google Maps review about a american restaurant.,The food was amazing. The steak was the best steak I've had in a long time. I would recommend this place to anyone.
"We found this special place on our way back from Michigan to Texas. We were hungry and googled restaurants.
They welcomed us with open arms. We had a great time and found a new regular stop while we are in town.
The portions were perfect, the flavors were genuine and fresh. The food melted in your mouth.
The chef, Mr Magdy, was such a delightful host and was full of cheer and talent.
This will be something we talk about and remember for awhile. We truly can’t wait to stop by again.",ChdDSUhNMG9nS0VJQ0FnSURLdjU2T3pBRRAB,"https://www.google.com/maps/place/Magdy's+Restaurant/@39.5709535,-88.0728644,9z/data=!4m6!3m5!1s0x886d7acd3ffa8171:0x9af1e5f1f1198f44!8m2!3d39.4441965!4d-87.4132115!16s%2Fg%2F11btrsdwdv?hl=en",ChIJcYH6P816bYgRRI8Z8fHl8Zo,American restaurant,5.0,Magdy's Restaurant,https://lh5.googleusercontent.com/p/AF1QipPQ8PGpuhUwNp8e-s7xqg8lf10ZPx_lkJZGhITj=w150-h150-k-no-p,restaurant,A Google Maps review about a american restaurant.,"We found this special place on our way back from Michigan to Texas. We were hungry and googled restaurants.
They welcomed us with open arms. We had a great time and found a new regular stop while we are in town.
The portions were perfect, the flavors were genuine and fresh. The food melted in your mouth.
The chef, Mr Magdy, was such a delightful host and was full of cheer and talent.
This will be something we talk about and remember for awhile. We truly can’t wait to stop by again."
"Do NOT judge from the outside, although I can see why you might. We took a chance and we were blown away. It was a very quaint and nicely decorated restaurant.  It had white linen tablecloths and napkins, nice music and everything was very clean. They had a nice wine list and we ordered some chardonnay as an appetizer....and then an actual appetizer. For the main fare we ordered beef wellington and chicken caprese. The food was absolutely delicious! Chef Magdy came out and spoke with us. He was absolutely charming!! He comped us free desserts, which were also delicious, and made us feel like we were eating with an old friend. We dressed for the occasion, but it is not necessary at all. It's a very comfortable, fine dining experience. Give it a try.",ChdDSUhNMG9nS0VJQ0FnSURlXzlpcXF3RRAB,"https://www.google.com/maps/place/Magdy's+Restaurant/@39.5709535,-88.0728644,9z/data=!4m6!3m5!1s0x886d7acd3ffa8171:0x9af1e5f1f1198f44!8m2!3d39.4441965!4d-87.4132115!16s%2Fg%2F11btrsdwdv?hl=en",ChIJcYH6P816bYgRRI8Z8fHl8Zo,American restaurant,5.0,Magdy's Restaurant,https://lh5.googleusercontent.com/p/AF1QipMXKvTzX3B4V71vlw5XGOc_MzsXGyvffJu-gMEV=w150-h150-k-no-p,restaurant,A Google Maps review about a american restaurant.,"Do NOT judge from the outside, although I can see why you might. We took a chance and we were blown away. It was a very quaint and nicely decorated restaurant.  It had white linen tablecloths and napkins, nice music and everything was very clean. They had a nice wine list and we ordered some chardonnay as an appetizer....and then an actual appetizer. For the main fare we ordered beef wellington and chicken caprese. The food was absolutely delicious! Chef Magdy came out and spoke with us. He was absolutely charming!! He comped us free desserts, which were also delicious, and made us feel like we were eating with an old friend. We dressed for the occasion, but it is not necessary at all. It's a very comfortable, fine dining experience. Give it a try."
"Legit one of the best meals of my life! So good. If you order the filet, get it medium rare! Melts in your mouth!!! Dessert was FANTASTIC!",ChdDSUhNMG9nS0VJQ0FnSUNHLUpLTGt3RRAB,"https://www.google.com/maps/place/Magdy's+Restaurant/@39.5709535,-88.0728644,9z/data=!4m6!3m5!1s0x886d7acd3ffa8171:0x9af1e5f1f1198f44!8m2!3d39.4441965!4d-87.4132115!16s%2Fg%2F11btrsdwdv?hl=en",ChIJcYH6P816bYgRRI8Z8fHl8Zo,American restaurant,5.0,Magdy's Restaurant,https://lh5.googleusercontent.com/p/AF1QipNI_lYXRn3QYJtygn48CIa2m7X-vbSjXvw8ZX5W=w150-h150-k-no-p,restaurant,A Google Maps review about a american restaurant.,"Legit one of the best meals of my life! So good. If you order the filet, get it medium rare! Melts in your mouth!!! Dessert was FANTASTIC!"
This place is a hidden gem. The food was excellent and the staff was extremely friendly. The chef comes out and talks with the diners and checks up on you. We had the beef wellington and it was so flavorful. We will be back again for sure!!,ChZDSUhNMG9nS0VJQ0FnSUR5cGR6QmFnEAE,"https://www.google.com/maps/place/Magdy's+Restaurant/@39.5709535,-88.0728644,9z/data=!4m6!3m5!1s0x886d7acd3ffa8171:0x9af1e5f1f1198f44!8m2!3d39.4441965!4d-87.4132115!16s%2Fg%2F11btrsdwdv?hl=en",ChIJcYH6P816bYgRRI8Z8fHl8Zo,American restaurant,5.0,Magdy's Restaurant,https://lh5.googleusercontent.com/p/AF1QipNI1JVKmEP7bsXQIPEOQAyo7pCncXtqVvnZclk=w150-h150-k-no-p,restaurant,A Google Maps review about a american restaurant.,This place is a hidden gem. The food was excellent and the staff was extremely friendly. The chef comes out and talks with the diners and checks up on you. We had the beef wellington and it was so flavorful. We will be back again for sure!!
One of the classiest places I’ve been had the rack of lamb and it was amazing,ChZDSUhNMG9nS0VJQ0FnSUMycE1ERktBEAE,"https://www.google.com/maps/place/Magdy's+Restaurant/@39.5709535,-88.0728644,9z/data=!4m6!3m5!1s0x886d7acd3ffa8171:0x9af1e5f1f1198f44!8m2!3d39.4441965!4d-87.4132115!16s%2Fg%2F11btrsdwdv?hl=en",ChIJcYH6P816bYgRRI8Z8fHl8Zo,American restaurant,5.0,Magdy's Restaurant,https://lh5.googleusercontent.com/p/AF1QipNhVGVoedI1KY953xtrrTcOvHMtkYiDZKlKy2cF=w150-h150-k-no-p,restaurant,A Google Maps review about a american restaurant.,One of the classiest places I’ve been had the rack of lamb and it was amazing
"Chicken a-la Magdy was great, just the right amount of garlic. Tiramisu was like it’s supposed to be and not that quick stuff. Service was good and accommodating, enjoyed my dinner.",ChZDSUhNMG9nS0VJQ0FnSUNHbEtfTE9nEAE,"https://www.google.com/maps/place/Magdy's+Restaurant/@39.5709535,-88.0728644,9z/data=!4m6!3m5!1s0x886d7acd3ffa8171:0x9af1e5f1f1198f44!8m2!3d39.4441965!4d-87.4132115!16s%2Fg%2F11btrsdwdv?hl=en",ChIJcYH6P816bYgRRI8Z8fHl8Zo,American restaurant,5.0,Magdy's Restaurant,https://lh5.googleusercontent.com/p/AF1QipMmkBDsKTXYDNuvVpvQtgaqoWBc9NPhax13cASm=w150-h150-k-no-p,restaurant,A Google Maps review about a american restaurant.,"Chicken a-la Magdy was great, just the right amount of garlic. Tiramisu was like it’s supposed to be and not that quick stuff. Service was good and accommodating, enjoyed my dinner."
"Great miniature golf course design, more elaborate that most places you see and it was nicely landscaped. They also have go-karts, water slides and batting cages so there are plenty of activities to entertain the family, if your in the area check it out!",ChZDSUhNMG9nS0VJQ0FnSUR1bGJpbENnEAE,"https://www.google.com/maps/place/Adventure+Island/@44.2417975,-85.5998422,12z/data=!4m6!3m5!1s0x881f066b13d56179:0x43628db3b6a8da24!8m2!3d44.2417975!4d-85.4556466!16s%2Fg%2F1tl_mb50?hl=en",ChIJeWHVE2sGH4gRJNqotrONYkM,Amusement center,5.0,Adventure Island,https://lh5.googleusercontent.com/p/AF1QipOFAvQe_ZXyCTelT7MSvbAD6aDgcULpfCPj80yk=w150-h150-k-no-p,activity,A Google Maps review about a amusement center.,"Great miniature golf course design, more elaborate that most places you see and it was nicely landscaped. They also have go-karts, water slides and batting cages so there are plenty of activities to entertain the family, if your in the area check it out!"
We had a lot of fun playing minigolf here.,ChZDSUhNMG9nS0VJQ0FnSUNnaUpUM1JnEAE,"https://www.google.com/maps/place/Adventure+Island/@44.2417975,-85.5998422,12z/data=!4m6!3m5!1s0x881f066b13d56179:0x43628db3b6a8da24!8m2!3d44.2417975!4d-85.4556466!16s%2Fg%2F1tl_mb50?hl=en",ChIJeWHVE2sGH4gRJNqotrONYkM,Amusement center,4.0,Adventure Island,https://lh5.googleusercontent.com/p/AF1QipP6KazmjwwHW8_YS-XT9AGuZeqrsoCZX548iFAU=w150-h150-k-no-p,activity,A Google Maps review about a amusement center.,We had a lot of fun playing minigolf here.
Really fun golf course and the Go-Karts were so fun!,ChZDSUhNMG9nS0VJQ0FnSUNDMjVXZmRBEAE,"https://www.google.com/maps/place/Adventure+Island/@44.2417975,-85.5998422,12z/data=!4m6!3m5!1s0x881f066b13d56179:0x43628db3b6a8da24!8m2!3d44.2417975!4d-85.4556466!16s%2Fg%2F1tl_mb50?hl=en",ChIJeWHVE2sGH4gRJNqotrONYkM,Amusement center,5.0,Adventure Island,https://lh5.googleusercontent.com/p/AF1QipMBJpmZEzruWtMZSTv1skExzoT40DMkzb1dTnfu=w150-h150-k-no-p,activity,A Google Maps review about a amusement center.,Really fun golf course and the Go-Karts were so fun!
"We only stopped for the mini-golf, but the other activities looked like fun as well.",ChdDSUhNMG9nS0VJQ0FnSURBN0piVTR3RRAB,"https://www.google.com/maps/place/Adventure+Island/@44.2417975,-85.5998422,12z/data=!4m6!3m5!1s0x881f066b13d56179:0x43628db3b6a8da24!8m2!3d44.2417975!4d-85.4556466!16s%2Fg%2F1tl_mb50?hl=en",ChIJeWHVE2sGH4gRJNqotrONYkM,Amusement center,4.0,Adventure Island,https://lh5.googleusercontent.com/p/AF1QipNeAIcOfYtIPbJDT4D43FxZxZdIfEhDljp_wQVY=w150-h150-k-no-p,activity,A Google Maps review about a amusement center.,"We only stopped for the mini-golf, but the other activities looked like fun as well."
