stars,publishedAtDate,name,text,title,subTitle,description,price,totalScore,likesCount,isLocalGuide,reviewId,categoryName,reviewImageUrls/0,reviewImageUrls/1,reviewImageUrls/2,reviewImageUrls/3,reviewImageUrls/4,reviewImageUrls/5,reviewImageUrls/6,reviewImageUrls/7,reviewImageUrls/8,reviewImageUrls/9,reviewUrl,reviewerId,reviewerNumberOfReviews,reviewerPhotoUrl,reviewerUrl,reviewsCount,scrapedAt,state,street,temporarilyClosed,url,website,categories/0,categories/1,categories/2,categoryName.1,genre,keywords,keywords_only,sentiment,sent_score_0,label,placeId,text_length,prompt,text_gpt3_v2,prompt_v3,gpt3_v3
,,,"We went at 10:30-2ish. We did the online registration the night before. When we got there the entrance was really congested, but once we got past the first few exhibits the crowds seemed to get a bit better. (I’m sure if we went later in the day there would’ve fewer people.) It was nice to see how much space the elephants in particular had. The gibbons and sea lions were fun to watch! We try to social distance still so we weren’t able to see the penguins. They’re a brand new exhibit this fall. So it makes since that it was the most crowded area.  Overall, our toddler had a blast and I’m glad we rented the $10 “jeep” to navigate the crowds and of course for when her little legs got too tired",Denver Zoo,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUQ2LTR5TXhnRRAB,Zoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJcY8lIE55bIcRKWyHPdIO_VM,,A Google Maps review about a Zoo. ###," Fantastic Zoo! Lots of animals to see. We came on the first day they were open in the winter, so many of the animals were conserving energy and were not moving very much.  We saw most of the birds and other small creatures.  Had we gone on a warmer day, I think we would have seen more of the bigger animals.  We spent about six and a half hours there, and most of the time was spent walking back and forth through the animal exhibits.  One word of caution: The admission prices are higher during the summer when they are open 7 days a week; buy your tickets on the winter weekend in advance to save $1 each. ",A Google Maps review about a Zoo. ###," Cool place for kids, friendly staff, took pics with Tim around the tiger section.  Can eat next door at Strawbale Cafe very reasonably priced. "
,,,Great place had  a blast,Denver Zoo,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURzcnJETkxBEAE,Zoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJcY8lIE55bIcRKWyHPdIO_VM,,A Google Maps review about a Zoo. ###," Amazing zoo!Lots of animals to look at, lots of places to sit and rest and/or food, lots of souvenir options, lots of restrooms, lots of cleanliness, lots workshops/classes, lots of info boards in every area...PLUS it’s very affordable (daily/yearly) for what you receive which I found amazing.All the animals looked very comfortable and well taken care of which was wonderful.If you love animals and want a quite, relaxing & affordable experience I definitely recommend Zoo Atlanta! ",A Google Maps review about a Zoo. ###," I loved this zoo! My kids loved this zoo! Even my dog enjoyed going on strolls and exploring everywhere throughout the zoo. You definitely need to get there early, because the zoo gets very crowded. Also, it is a dog friendly park. Bonus! Free Photo with one of the friendly pandas "
,,,"I am a member of the zoo and go often. It's a great metropolitan zoo with lots of animals and space. I've been to zoos all over North America, and I think this is a top tier zoo. During the holidays they have zoo lights, which is an excellent family event. Go early and dress warmly and get some Smores for roasting on the fire.",Denver Zoo,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURRNVpuUmdBRRAB,Zoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJcY8lIE55bIcRKWyHPdIO_VM,,A Google Maps review about a Zoo. ###," Lovely attention to animal needs as well as educational opportunities presented to zoo goers. Various price points as well, which is great. I would absolutely visit again! ",A Google Maps review about a Zoo. ###, Started out really well.  The zoo was actually really big and had a lot of things for the animals to do.  Love the triceratops area.  Has a really nice water feature along with rocks and brush for the larger deer to forage for food.  Glad to see that the majority of the animals in the dry side area were still there. Geocaching on the other hand was a breeze.   Decided to get some soy mocha frappuccino to enjoy while geocoaching while we napped. 
,,,"The Zoo of lights is pretty amazing!!!
It's very magical being under all the lights
The glasses that come with the glow package are pretty cool as well
Dress warm if you go 🙂",Denver Zoo,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNCb3QyYUF3EAE,Zoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJcY8lIE55bIcRKWyHPdIO_VM,,A Google Maps review about a Zoo. ###," Wonderful to see animals roaming free instead of locked up in little cages! Lots of fun to explore different paths, see trees and animals that you wouldn’t normally see behind bars. It’s a beautiful park and well kept with lots of paths to take. Lots of beautiful scenery and charming animals to see. It was very hot when I visited, so I was glad to find lots of streams for the animals and for myself to wade through to cool off! ",A Google Maps review about a Zoo. ###, Great place! Most amazing place I have been to in a while! 
,,,Incredibly well curated zoo.,Denver Zoo,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUN3b3JQRXhnRRAB,Zoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJcY8lIE55bIcRKWyHPdIO_VM,,A Google Maps review about a Zoo. ###," Another good experience! We had some time to kill before going to the Christmas lights, so we decided to stop by. They were cleaning at the pet area, which was understandable, but afterwards all exhibits were open. We stayed for about an hour and a half and had no problems with closing times or other visitors. 🐒 They have some new animal haha, I'm not sure what it was, but it was unique😀 They had all sorts of new (faux) greenery for the holidays, which is nice. The elephants got a lot of our attention, but all sides of the zoo are definitely worth visiting. ",A Google Maps review about a Zoo. ###," Wow, this zoo was absolutely incredible! I will definitely be returning! The different paths and adventure cages around the zoo were my favorite part! I’ve never been to this zoo before because we lived in AZ but now I know why all the parks in AZ were so big....this place is massive! Can’t wait to go back and especially see everything during summer! Probably have to hit up in the fall to see the fall colors! "
,,,"My sons both teen and toddler loved this place!! The train operates later at 1:30 so we weren't able to ride it because it would take too long. We loved all the animals. It is awesome that they have ""hydration stations"" for free water to keep everyone nice and hydrated. The carousel was beautiful and so much fun! I cannot wait for the flamingos to come into the zoo it will be a great addition.",Denver Zoo,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUN1X2JlXzlRRRAB,Zoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJcY8lIE55bIcRKWyHPdIO_VM,,A Google Maps review about a Zoo. ###," Love the close canopy walkways & that many animals have water areas to swim in. They have great food carts throughout the zoo too. The staff was knowledgeable and friendly. We came on a Saturday afternoon and it was pretty busy, but we found enough open seating. Parking is $20, so just be aware. Also, if you’re able, try to get there right when it opens. You’ll encounter less crowds and can see more animals waking up for the day. We’ll be back! ",A Google Maps review about a Zoo. ###," A very nice wooden and iron detail in the layout looks amazing.

Ducks and swans very nice. Some Acrylic animals are trick since you could them as real on taking a look at them closer.  I mean...a big smile on a big cat's heading face? If it were me, i would do only plates with acrylic. Damn Ryan and Crystal. "
,,,"Nature Play Trail is a hidden gem at the zoo.

I recommend❣️If you have children, this is the perfect spot to have your children explore and play with nature. It is a great option for parents that may need a break to rest.",Denver Zoo,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNPcW8zZmZ3EAE,Zoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJcY8lIE55bIcRKWyHPdIO_VM,,A Google Maps review about a Zoo. ###, Amazing zoo!! Best zoo I've ever been to. The layout makes it easy to see everything and all of the enclosures are very good. There are also a lot of good places to eat and drink inside. I don't recommend paying for an audioguide as there are signs on every enclosure with a lot of information. The staff was also fantastic. So many zookeepers are working with and interacting with the animals. Everyone was so nice and welcoming. ,A Google Maps review about a Zoo. ###," We really enjoyed this park. The Zoo is small but there are a lot of animals to see. Definitely a place we would put on our list if we ever decide to make our way back to Bowling Green!

We've viewed a lot of zoos in our 26 years of parenting, this one is a keeper! It is well stocked with the needed features. With a small staff, Ohio wild life even gutted a log cabin for them. The kids loved it. The tot walk area was utilized. They have a small train that kids enjoyed riding. The train flew them over the Otter. They were so cute that such a short, unimposing creature was so popular. Visitors were generous with the honey bees.

I would definitely recommend this place to family and friends. "
,,,Denver is my hometown so its special to be a locale where the worldly exotica of our animal kingdom is constantly on display,Denver Zoo,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURVazlMYnJnRRAB,Zoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJcY8lIE55bIcRKWyHPdIO_VM,,A Google Maps review about a Zoo. ###," The Denver Zoo is a great zoo!  Lots of exhibits and animals.  The flamingos are my favorite!  You can usually see them walking around eating and really seem to enjoy being there - if that makes sense.  If you are like me, you'll probably have to look down to make sure you're actually seeing what you're seeing, like you're in a movie or something.  The animals seem to be pretty content and don't show any signs of stress, which is awesome.  It's very clean, the bathrooms are easily accessible and very clean.  Not a bad price for the amount of animals and amount of plaza space to enjoy the zoo. ",A Google Maps review about a Zoo. ###," I love this zoo! The Lion Safari is really good fun, very big donkeys with good handlers. I would definitely go back! "
,,,"Gets pretty busy when the it starts getting warmer, but it's the perfect place to bring your family. I've gone here since I was a kid and it's only gotten better since then. There's more places to eat throughout the zoo and there's little activities for the kids like the train ride or carousel. Highly recommend going here, just know it's probably gonna be busy if you go during the summer.",Denver Zoo,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURvNzUzdjFRRRAB,Zoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJcY8lIE55bIcRKWyHPdIO_VM,,A Google Maps review about a Zoo. ###," The Salt Lake City Zoo is a wonderful place to take your family. There is a wide range of animals, and lots of things to see. There are hidden shops and restaurants, as well as gift shops and animal enclosures.
There are many pathways to take. Some are under cover. Others are wide open and expose you to the outdoors. I have been to this zoo a handful of times now, and have enjoyed it more on the wide open paths. Also- make sure you stop by the animal hospital and pet the dogs! ",A Google Maps review about a Zoo. ###," This dinosaur wonderland is amazing. We never thought we’d find a place so amazing and well maintained in the city. The wait time is reasonable, the enclosures are well managed, the staff is incredibly friendly and well informed, and the whole experience is fun for all ages and walks of life. We are honestly so sad we live in a different state. This zoo has really spoiled us! "
,,,"Great family time! No matter the ages, the zoo is always a good time!",Denver Zoo,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUN1ZzdPQnB3RRAB,Zoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJcY8lIE55bIcRKWyHPdIO_VM,,A Google Maps review about a Zoo. ###," We love the Denver Zoo! We live in Denver and every time we head to the Zoo, we see something different. We especially enjoy the light show at the conservatory and visiting the bats. It’s exciting to see the zoo grow and expand. Every time we visit the food stands, there are new options to try.

The staff is always friendly, the bathrooms are usually clean and it’s inexpensive! Pricing does go up in the summer. We recommend the pass that gets you into the conservatory for 10% off.

The one down side that stands out is that some of the animals can’t seem to get to their foods as easily. There is a sign of an alligator eating a so",A Google Maps review about a Zoo. ###," Zoo was very crowded (again!). That may be because there is no other zoo within miles.
Warner Creek Zoo seems to be straight-up animal rescue, not simply taking animals from owners who no longer want them. The Pandas were in poor health, but fine. They had a huge work-in-progress-if-you-pause sign that was distracting.
Although  the animals can be heard from where you stand (there is a road underneath the Zoo that allows for very convenient transportation), its still a great experience and worth visiting. As other mentioned, the admission fee covers almost everything so there are no long-term holds or additional costs. "
,,,It is amazing there are so many animals and stuff to watch or do.,Denver Zoo,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNnNklhNmdnRRAB,Zoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJcY8lIE55bIcRKWyHPdIO_VM,,A Google Maps review about a Zoo. ###," We had a blast here! So glad we got here early before the crowds. The little ones were sleeping so we didn’t get to see the petting zoo portion but it appears to be a barn type cover and lots of shade. Little visitors especially need lots of shade. There’s plenty of animal exhibits to see. Make sure you bring your own water and food for them. They also have lockers to store your belongings. Also, there’s an extra fee to see the birds. My only feedback would be to expand under the zoo areas. It’s gravel-like and hard on their little legs. And to update their facilities some more and install more windows. But I’d definitely recommend this",A Google Maps review about a Zoo. ###," Enduringly warm. Large animals are fed at their enclosures. There are plenty of other opportunities nearby to save some cash on food. I wish they'd show a smaller video of Bronx Zoo animals, though. "
,,,"After living here for 20 years, got to go to my first Denver zoo lights what a fantastic voyage of sight and vision and just beauty of color!",Denver Zoo,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNtMWIyT1RBEAE,Zoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJcY8lIE55bIcRKWyHPdIO_VM,,A Google Maps review about a Zoo. ###," Awesome experience! Put on a pair of Zoo lights glasses and enjoy the critters as they roam around and around and around.
Zoo staff was zoo nice.
This was our third year to attend Zoo lights, an always an ""enjoy"" event. ",A Google Maps review about a Zoo. ###, Great zoo! We did Yogi Bear and they had a cool float. The polar bear exhibit was huge! Had a QT lined with plush seats. Cool fun walk thru their reptile house. Be sure to stop by their shop said it takes the fuss out of animal viewing for the visitor. We had a great time! 
,,,I called in my order which I was told 10 minutes.  Waited 15. Advised the orderer to give me something spicy he recommended a chicken buffalo biscuit. It was a processed looked like fried beef.  Although very good and biscuit unique it cost more that 10.00 ridiculous.,Home grown GA Restaurant,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNLazczT3hRRRAB,Family restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJd-s4Ov0D9YgRKT-88JSzJ6s,,A Google Maps review about a Family restaurant. ###," I really liked this little place. The service was quick, the atmosphere was nice and cozy, and the food was delicious.  I got the Red Fish plate with dirty rice and a corn bread muffin. The dirty rice had a nice spicy kick to it. The Red Fish was flaky and seasoned really well. The corn bread muffin was the best though. I never thought I would like a corn bread muffin so much. It’s definitely a place I’ll come back to. ",A Google Maps review about a Family restaurant. ###, Tuesday deals are great 
,,,The chicken is delicious.   The pancakes are as big as your head.,Home grown GA Restaurant,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNBNkpHTkdBEAE,Family restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJd-s4Ov0D9YgRKT-88JSzJ6s,,A Google Maps review about a Family restaurant. ###, Wonderful southern breakfast! ,A Google Maps review about a Family restaurant. ###," My daughter, (19 yrs old) came up from PT- for our graduation party at Hardee’s and told me about their “Club”. I ordered trial tapes for her to try and was completely blown away!! Also plans to surprise her with coupons at Hardees! Cajun Chicken Salad was SO tasty, she wasn’t the only one! Place is amazing, presentation was very nice and clean. The employees were super amazing, so nice and kind, they didn’t tell her they had any coupons…so if you do, thank you to the manager and crew! We ordered seven 5-packs and packed them all up in one box! Love you Hardee’s Family!!! Lol "
,,,This place was amazing  the chicken was fork tender everything tasted like a caring grandmother cooked from a farmhouse,Home grown GA Restaurant,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNvMmRuaF9nRRAB,Family restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJd-s4Ov0D9YgRKT-88JSzJ6s,,A Google Maps review about a Family restaurant. ###, Randomly decided to stop in due to it's proximity to my hotel. Outstanding customer service and great breakfast! ,A Google Maps review about a Family restaurant. ###," I must say, I actually like the place! The staff is wonderful! They went out of their way to help us find a solution to our little smog problem. "
,,,Daughter and I went for breakfast EXCELLENT... our waitress was very polite.... WE WILL BE BACK,Home grown GA Restaurant,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURBNHJhNUl3EAE,Family restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJd-s4Ov0D9YgRKT-88JSzJ6s,,A Google Maps review about a Family restaurant. ###," Service was great. Food was okay.  I had the fried chicken, waffles, and mac and cheese.  Chicken was fried nicely and decently juicy,  but the mac and cheese and waffles were not the best.  May give it another shot and try their breakfast items. ",A Google Maps review about a Family restaurant. ###," I can’t rate this restaurant much higher than 5 stars because it s NO ordinary restaurant. The decor zpeasars natural colors of Saturn and the space and food are great, stanis the park.

Most importantly, the staff at the front greeted us warmly! "
,,,Great food worth the wait,Home grown GA Restaurant,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUN3dXNqUkFREAE,Family restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJd-s4Ov0D9YgRKT-88JSzJ6s,,A Google Maps review about a Family restaurant. ###, Great food and service. Will be back. ,A Google Maps review about a Family restaurant. ###," Great Fryeburg roast beef and broccoli/cheddar mashed potatoes! Staff was friendly, fast and professional. Thank you "
,,,"It’s worth the wait! Great breakfast spot! The fried green tomatoes are perfect and the fried chicken, biscuits and gravy are so good. The pancakes are as big as your head and so fluffy. And the bacon is the nice fatty kind. Love this place!",Home grown GA Restaurant,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNVbTc2ZnJBRRAB,Family restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJd-s4Ov0D9YgRKT-88JSzJ6s,,A Google Maps review about a Family restaurant. ###," CAME HERE ON A SUNDAY AT 11AM AND THERE WAS NO LINE! Obviously, I was super happy about that! I was surprised that the store was much bigger than I thought it was going to be. It’s HUGE!
Afterwards, I sat down at a table with my mom and sister. This restaurant also has big television monitors which is awesome. And they have free parking as well.
The staff was super friendly and prompt which was great as well. They have a lot of options on their menu. I got the sesame chicken patty with an original pancake and an Oreo milkshake! The pancake was great and the milkshake was amazing!
Overall, it was great. Would",A Google Maps review about a Family restaurant. ###," The food is ok, not amazing. The bakery case is fabulous! The desserts on display are amazing. If you like candy bacon, this is the place to go for breakfast as bacon and candy is one of my favorites! "
,,,Get the Comfy Chicken. Trust me.,Home grown GA Restaurant,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNvcXRETVRBEAE,Family restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJd-s4Ov0D9YgRKT-88JSzJ6s,,A Google Maps review about a Family restaurant. ###, Good food and good service. Will be back. ,A Google Maps review about a Family restaurant. ###, Love this place 
,,,"This place is dope. Great food, good service. The down south I remember.",Home grown GA Restaurant,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNJbktPdUxREAE,Family restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJd-s4Ov0D9YgRKT-88JSzJ6s,,A Google Maps review about a Family restaurant. ###," Phenomenal brunch experience with live jazz at the lovely Cleopa Diema House in downtown Atlanta.  The biscuit sandwich with fried chicken, bacon, and house-made strawberry jam was absolutely to die for.  Spent $10 on brunch and $20 on bottomless mimosas,  which was a fantastic deal. ",A Google Maps review about a Family restaurant. ###," After reading the reviews, I decided to give the place a try. I gotta say, the place is clean and the food was delicious. William, the young man who took our order was very nice and quite attentive. I ordered a Cheeseburger with Cheese and Bacon. The burger was cooked well and plentiful. I would try the onion rings next time. I haven't tried the other foods on the menu yet, but I will on my next visit. Thank you for providing a nice place to eat at a reasonable price. "
,,,Small portions AND overpriced. Very underwhelming breakfast. I was so disappointed because it looked so good. I was starving and saw that this place had a very good rating. I tried my best to eat it but...,Home grown GA Restaurant,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURpckk3WF93RRAB,Family restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJd-s4Ov0D9YgRKT-88JSzJ6s,,A Google Maps review about a Family restaurant. ###, I love the food and the customer service there. They were so sweet to my grandsons and myself.  I will be back! ,A Google Maps review about a Family restaurant. ###," The staff was friendly, the place was clean, the kids loved the place, the food was amazing. HOUSE FRIED BURGER AND FRIES. We will be going back. "
,,,"Huge pancakes, reasonable menu.  Good veg options.  Nothing wowed me though.",Home grown GA Restaurant,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURReXIydWRBEAE,Family restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJd-s4Ov0D9YgRKT-88JSzJ6s,,A Google Maps review about a Family restaurant. ###," The pork, egg and cheese sandwich is absolute heaven. Another plus is they have Saratoga spring water. ",A Google Maps review about a Family restaurant. ###, The food was great. Have been going there forever as I was a kid.. but it's expensive for how small it is.. 
,,,"This place is super cute with lots of knick knacks and a very roadside diner feel. The staff are kind and funny as well, it felt like I was in a small town. There's a really cute photo wall outside great for solo shoots and group photos. There's an array of country style breakfast foods to choose from, personally I like the breakfast enchilada.",Home grown GA Restaurant,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUN5LVpDWlp3EAE,Family restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJd-s4Ov0D9YgRKT-88JSzJ6s,,A Google Maps review about a Family restaurant. ###," Food was great, service was good, and the fried green tomatoes appetizer was out of this world. ",A Google Maps review about a Family restaurant. ###, This place is INSANE!!!!! Try the reuben!!!!!! 
,,,"Come and eat some delicious chicken gravy biscuits with cheese grits! I would come back in a heartbeat for the good food and fun service... but that canned nitro coffee is actually really nasty, I wouldn’t recommend it!",Home grown GA Restaurant,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURzeVBmdTBRRRAB,Family restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJd-s4Ov0D9YgRKT-88JSzJ6s,,A Google Maps review about a Family restaurant. ###," You'll get great service from the very moment you step in. They'll seat you right away and they won't keep you waiting. Service is fast, friendly and efficient.

Food is well worth the wait!!

I've been a couple times now and my favorite is the Breakfast Burger with Egg over easy and the French Toast! ",A Google Maps review about a Family restaurant. ###, Cheese and gravy with home fries is tasty and very filling. We shared a sliver of grilled cheese and it was gone before I even had time to place my fork down on it. We will definitely be back for more. 
,,,Took three older boys for their Christmas present. Amazing time. Great staff.,Jaegers Subsurface Paintball,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUR5a0lfTkhREAE,Paintball center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJg01zZqX-wIcR5PQ8tkY8PzI,,A Google Maps review about a Paintball center. ###," Nice place to play some paintball, lazer tag, arcade video games and bowling! Huge arcade games with old school classics like Contra!
Highly recommend this place! ",A Google Maps review about a Paintball center. ###, We had a great time here. Nice field and top notch paintball! 
,,,It smelled of mildew and mold so for me it was just OK.  After all it is in the caves other than that it was cool.  My group had fun and I'd take them again just I will not be participating because getting shot at is not my cup of tea,Jaegers Subsurface Paintball,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURneXFqYmFREAE,Paintball center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJg01zZqX-wIcR5PQ8tkY8PzI,,A Google Maps review about a Paintball center. ###, My son and his friends had a blast. This place is well organized and fun for all age groups. I will definitely be back! ,A Google Maps review about a Paintball center. ###, I think the place is a great place to have some fun with your friends and family. 
,,,"Had a great time, can’t wait to come back",Jaegers Subsurface Paintball,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURPbU96RkR3EAE,Paintball center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJg01zZqX-wIcR5PQ8tkY8PzI,,A Google Maps review about a Paintball center. ###, We had a Blast!! Thanks so much!!😁 ,A Google Maps review about a Paintball center. ###," This is by far my favorite paintball field. The terrain is great. The closets and bunkers are realistic, but don't give you any advantage other than trying to pick off a handicapped opponent from a ravine overlooking the bunker you're hiding in. The staff is amazing. They're welcoming and will do their best for you and your squad. The paintball guns are in great condition and shoot accurate. There's room for a good cross meet to 6-pointers and back, at least four. You get a good workout here. I got lost on multiple occasions and called for a helo. They're very helpful and understanding, even when they don't wish you good luck on your way there. Pairing up with a squad is fun too and with 14250 paintballs its billed at the max. I highly endorse coming here. "
,,,"Fun time for the fam, helpful staff",Jaegers Subsurface Paintball,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNBN2RqX1FnEAE,Paintball center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJg01zZqX-wIcR5PQ8tkY8PzI,,A Google Maps review about a Paintball center. ###, This place brings back memories of when I was younger. Really fun time. I got shot twice and didn't die. Pretty cool. I like how the windows cannot be broken. It's pretty neat. ,A Google Maps review about a Paintball center. ###, I hadn't played paintball in so long and just wanted to give this place a try. The layout was great. The staff was great. I was pleasantly surprised at their speed … they had a nice player lounge and a good temperature selection. Many players were also from the tri-state area and agreed it's a very fun venue to play. It's not so big as to lose your breath. 
,,,"Great field, staff, and owners. Breakfast club on Sunday mornings is where it's if you're a tournament player.",Jaegers Subsurface Paintball,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURCcnZIS29RRRAB,Paintball center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJg01zZqX-wIcR5PQ8tkY8PzI,,A Google Maps review about a Paintball center. ###, Had a blast! Would def. do it again! ,A Google Maps review about a Paintball center. ###," This place is a CP for pros only. They have no powered guns, but have dodge, hopper and barb all BMAGS. Experience comes first here, but the civilians can try out.  There's only about 10 games a day, but there is a facebook group you can join to reserve and prepay. Or you can call ahead, ask for Kerry and get exclusive first call reservation viewings.  The reservation pricing will be a lot cheaper than if you went and asked. This place is not intended to be as peaceful as it sounds though. Expect to be scouted, they are actively recruiting and want newbies to come try it out. Everything is decided on measurements, weight, stature and comfort before they approve you. You will need to fill out a form that Ashley printed out and bring it with you. You will lock your gun securely to the rack so they know it is there and they will give you a wristband. You'll be shown the map of the entire"
,,,Great maps.,Jaegers Subsurface Paintball,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUMwN2VPQmlBRRAB,Paintball center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJg01zZqX-wIcR5PQ8tkY8PzI,,A Google Maps review about a Paintball center. ###," My friends and I had a great time here! We all are experienced players, and we were disappointed with the ratio of experienced to inexperienced players, but it was still a lot of fun.
Our favorite part was the giant swing, but we also enjoyed the jail break, secret rooms, and the large hallway. The wide variety of props and backgrounds really make for unique pictures.
If you come as an inexperienced player, be prepared to sweat a lot and to do a lot of crawling. You are also required to wear closed toed shoes, which is good because it keeps the shelter from getting too messy.
If you a veteran like us, I would recommend bringing some snacks, water, and bug spray. The only complaints we have is",A Google Maps review about a Paintball center. ###, Sweet place to play smoke free 
,,,Well known place in river market area. Nice shops around.,Arabia Steamboat Museum,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNRbnR6QndBRRAB,Museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJg01zZqX-wIcR5PQ8tkY8PzI,,A Google Maps review about a Museum. ###," What a great experience! The line wrapped around the building when we arrived, but it moved pretty quickly (maybe 20 minutes). Once you enter, you have the option to purchase tickets for time-specific lines that will get you in quicker the next time you visit, which only costs $20 per line. There are also family and general lines that go to the Will Call entrance, where tickets are purchased the day of arrival. There is a bar inside upon entrance (cash and credit only), and there are restroom stations as well. There is a small admission fee ($20 per adult), as well as parking fees - however, if you're willing to venture a bit further down on Trap Latoyia Drive, there's a parking lot behind the warehouse",A Google Maps review about a Museum. ###, This is a well cared for property with nice exhibits. The docents were kind. 
,,,"Best paintball spot ive ever seen. Been going here off and on for many years. Diversity of fields, excellent service, good all around place for adults and kids.",Jaegers Subsurface Paintball,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNRc09mTENnEAE,Paintball center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJg01zZqX-wIcR5PQ8tkY8PzI,,A Google Maps review about a Paintball center. ###, Loved it ,A Google Maps review about a Paintball center. ###," We went today and it was awesome. Staff was friendly, organizers was on point "
,,,Great place :) it was a good time,Jaegers Subsurface Paintball,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURNbG9HTDVnRRAB,Paintball center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJg01zZqX-wIcR5PQ8tkY8PzI,,A Google Maps review about a Paintball center. ###, Great place to have fun with the family! ,A Google Maps review about a Paintball center. ###," The Staff at This Paintball Site is Amazing!!! We were able quite to fit in here today 😬😴 It was so easy to get a reen range ticket 🤠 90% of our group is comprised of guys will never play this game 😭😫😹😰 but absolutely loved it!! We got a little lost but everyone was so patient with us. The very first game was on an alien assault map in our field. Way way way fun🤠 Even if we weren’t able to play, PS overall is an awesome facility to come and hang out. Cheers to the Staff here we will absolutely be back soon!! "
